county,precinct,office,district,party,candidate,votes,early_votes,mail_votes,poll_votes,provisional_votes
La Plata,3065934009,President,,REP,Mitt Romney,229,19,158,48,4
La Plata,3065934010,President,,REP,Mitt Romney,121,12,82,21,6
La Plata,3065934011,President,,REP,Mitt Romney,687,67,385,226,9
La Plata,3065934012,President,,REP,Mitt Romney,488,62,300,117,9
La Plata,3065934013,President,,REP,Mitt Romney,555,55,367,117,16
La Plata,3065934014,President,,REP,Mitt Romney,482,62,272,143,5
La Plata,3065934015,President,,REP,Mitt Romney,283,42,128,108,5
La Plata,3065934016,President,,REP,Mitt Romney,304,42,203,53,6
La Plata,3065934017,President,,REP,Mitt Romney,600,78,387,128,7
La Plata,3065934018,President,,REP,Mitt Romney,542,91,320,126,5
La Plata,3065934019,President,,REP,Mitt Romney,841,199,503,129,10
La Plata,3065934020,President,,REP,Mitt Romney,618,160,328,115,15
La Plata,3065934021,President,,REP,Mitt Romney,644,85,373,175,11
La Plata,3065934022,President,,REP,Mitt Romney,879,120,524,224,11
La Plata,3065934023,President,,REP,Mitt Romney,757,108,380,253,16
La Plata,3065934024,President,,REP,Mitt Romney,324,37,149,128,10
La Plata,3065934025,President,,REP,Mitt Romney,273,41,136,93,3
La Plata,3065934026,President,,REP,Mitt Romney,987,228,536,202,21
La Plata,3065934027,President,,REP,Mitt Romney,149,19,93,37,0
La Plata,3065934028,President,,REP,Mitt Romney,414,43,261,102,8
La Plata,3065934029,President,,REP,Mitt Romney,521,70,344,102,5
La Plata,3065934030,President,,REP,Mitt Romney,543,64,334,126,19
La Plata,Totals,President,,REP,Mitt Romney,12794,1898,7578,3095,223
La Plata,3065934001,President,,LBT,Gary Johnson,24,1,12,8,3
La Plata,3065934002,President,,LBT,Gary Johnson,15,2,7,5,1
La Plata,3065934003,President,,LBT,Gary Johnson,10,1,4,5,0
La Plata,3065934004,President,,LBT,Gary Johnson,19,1,14,4,0
La Plata,3065934005,President,,LBT,Gary Johnson,10,0,8,2,0
La Plata,3065934006,President,,LBT,Gary Johnson,11,0,8,3,0
La Plata,3065934007,President,,LBT,Gary Johnson,20,1,12,7,0
La Plata,3065934008,President,,LBT,Gary Johnson,19,4,5,9,1
La Plata,3065934009,President,,LBT,Gary Johnson,18,0,15,3,0
La Plata,3065934010,President,,LBT,Gary Johnson,9,1,4,3,1
La Plata,3065934011,President,,LBT,Gary Johnson,33,6,17,8,2
La Plata,3065934012,President,,LBT,Gary Johnson,15,2,8,4,1
La Plata,3065934013,President,,LBT,Gary Johnson,25,5,10,9,1
La Plata,3065934014,President,,LBT,Gary Johnson,20,1,7,10,2
La Plata,3065934015,President,,LBT,Gary Johnson,10,1,5,3,1
La Plata,3065934016,President,,LBT,Gary Johnson,8,2,3,3,0
La Plata,3065934017,President,,LBT,Gary Johnson,29,1,11,15,2
La Plata,3065934018,President,,LBT,Gary Johnson,16,2,7,6,1
La Plata,3065934019,President,,LBT,Gary Johnson,23,7,10,5,1
La Plata,3065934020,President,,LBT,Gary Johnson,18,2,13,2,1
La Plata,3065934021,President,,LBT,Gary Johnson,14,1,7,5,1
La Plata,3065934022,President,,LBT,Gary Johnson,25,2,17,6,0
La Plata,3065934023,President,,LBT,Gary Johnson,36,2,21,11,2
La Plata,3065934024,President,,LBT,Gary Johnson,10,2,6,2,0
La Plata,3065934025,President,,LBT,Gary Johnson,8,0,4,4,0
La Plata,3065934026,President,,LBT,Gary Johnson,43,5,23,15,0
La Plata,3065934027,President,,LBT,Gary Johnson,13,0,6,7,0
La Plata,3065934028,President,,LBT,Gary Johnson,11,3,6,1,1
La Plata,3065934029,President,,LBT,Gary Johnson,18,1,7,9,1
La Plata,3065934030,President,,LBT,Gary Johnson,49,1,26,19,3
La Plata,Totals,President,,LBT,Gary Johnson,579,57,303,193,26
La Plata,3065934001,President,,GRN,Jill Stein,13,0,8,4,1
La Plata,3065934002,President,,GRN,Jill Stein,8,0,5,3,0
La Plata,3065934003,President,,GRN,Jill Stein,4,0,1,1,2
La Plata,3065934004,President,,GRN,Jill Stein,6,1,4,1,0
La Plata,3065934005,President,,GRN,Jill Stein,5,0,5,0,0
La Plata,3065934006,President,,GRN,Jill Stein,4,0,3,0,1
La Plata,3065934007,President,,GRN,Jill Stein,6,1,2,2,1
La Plata,3065934008,President,,GRN,Jill Stein,3,0,2,1,0
La Plata,3065934009,President,,GRN,Jill Stein,4,0,2,1,1
La Plata,3065934010,President,,GRN,Jill Stein,5,0,2,3,0
La Plata,3065934011,President,,GRN,Jill Stein,1,0,1,0,0
La Plata,3065934012,President,,GRN,Jill Stein,2,0,1,1,0
La Plata,3065934013,President,,GRN,Jill Stein,7,0,4,2,1
La Plata,3065934014,President,,GRN,Jill Stein,4,0,2,2,0
La Plata,3065934015,President,,GRN,Jill Stein,4,0,2,1,1
La Plata,3065934016,President,,GRN,Jill Stein,4,0,2,2,0
La Plata,3065934017,President,,GRN,Jill Stein,6,1,4,1,0
La Plata,3065934018,President,,GRN,Jill Stein,5,0,3,2,0
La Plata,3065934019,President,,GRN,Jill Stein,2,0,1,1,0
La Plata,3065934020,President,,GRN,Jill Stein,2,0,2,0,0
La Plata,3065934021,President,,GRN,Jill Stein,4,0,1,3,0
La Plata,3065934022,President,,GRN,Jill Stein,1,0,0,1,0
La Plata,3065934023,President,,GRN,Jill Stein,1,0,1,0,0
La Plata,3065934024,President,,GRN,Jill Stein,3,0,2,1,0
La Plata,3065934025,President,,GRN,Jill Stein,0,0,0,0,0
La Plata,3065934026,President,,GRN,Jill Stein,2,1,1,0,0
La Plata,3065934027,President,,GRN,Jill Stein,3,0,3,0,0
La Plata,3065934028,President,,GRN,Jill Stein,2,1,0,1,0
La Plata,3065934029,President,,GRN,Jill Stein,3,1,1,1,0
La Plata,3065934030,President,,GRN,Jill Stein,12,0,7,4,1
La Plata,Totals,President,,GRN,Jill Stein,126,6,72,39,9
La Plata,3065934001,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934002,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934003,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934004,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934005,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934006,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934007,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934008,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934009,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934010,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934011,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934012,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934013,President,,SOC,Stewart Alexander,2,0,1,1,0
La Plata,3065934014,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934015,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934016,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934017,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934018,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934019,President,,SOC,Stewart Alexander,1,0,1,0,0
La Plata,3065934020,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934021,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934022,President,,SOC,Stewart Alexander,1,0,1,0,0
La Plata,3065934023,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934024,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934025,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934026,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934027,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934028,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934029,President,,SOC,Stewart Alexander,0,0,0,0,0
La Plata,3065934030,President,,SOC,Stewart Alexander,2,1,1,0,0
La Plata,Totals,President,,SOC,Stewart Alexander,6,1,4,1,0
La Plata,3065934001,President,,JUS,Ross Anderson,2,0,0,1,1
La Plata,3065934002,President,,JUS,Ross Anderson,1,1,0,0,0
La Plata,3065934003,President,,JUS,Ross Anderson,0,0,0,0,0
La Plata,3065934004,President,,JUS,Ross Anderson,2,0,1,1,0
La Plata,3065934005,President,,JUS,Ross Anderson,1,0,0,1,0
La Plata,3065934006,President,,JUS,Ross Anderson,0,0,0,0,0
La Plata,3065934007,President,,JUS,Ross Anderson,1,0,1,0,0
La Plata,3065934008,President,,JUS,Ross Anderson,0,0,0,0,0
La Plata,3065934009,President,,JUS,Ross Anderson,1,0,1,0,0
La Plata,3065934010,President,,JUS,Ross Anderson,1,0,1,0,0
La Plata,3065934011,President,,JUS,Ross Anderson,1,1,0,0,0
La Plata,3065934012,President,,JUS,Ross Anderson,1,0,1,0,0
La Plata,3065934013,President,,JUS,Ross Anderson,0,0,0,0,0
La Plata,3065934014,President,,JUS,Ross Anderson,1,0,1,0,0
La Plata,3065934015,President,,JUS,Ross Anderson,1,0,1,0,0
La Plata,3065934016,President,,JUS,Ross Anderson,1,0,1,0,0
La Plata,3065934017,President,,JUS,Ross Anderson,1,0,0,1,0
La Plata,3065934018,President,,JUS,Ross Anderson,0,0,0,0,0
La Plata,3065934019,President,,JUS,Ross Anderson,0,0,0,0,0
La Plata,3065934020,President,,JUS,Ross Anderson,1,1,0,0,0
La Plata,3065934021,President,,JUS,Ross Anderson,1,0,1,0,0
La Plata,3065934022,President,,JUS,Ross Anderson,3,0,1,2,0
La Plata,3065934023,President,,JUS,Ross Anderson,0,0,0,0,0
La Plata,3065934024,President,,JUS,Ross Anderson,0,0,0,0,0
La Plata,3065934025,President,,JUS,Ross Anderson,0,0,0,0,0
La Plata,3065934026,President,,JUS,Ross Anderson,1,1,0,0,0
La Plata,3065934027,President,,JUS,Ross Anderson,0,0,0,0,0
La Plata,3065934028,President,,JUS,Ross Anderson,3,1,2,0,0
La Plata,3065934029,President,,JUS,Ross Anderson,0,0,0,0,0
La Plata,3065934030,President,,JUS,Ross Anderson,3,1,2,0,0
La Plata,Totals,President,,JUS,Ross Anderson,27,6,14,6,1
La Plata,3065934001,President,,PFP,Roseanne Barr,1,0,1,0,0
La Plata,3065934002,President,,PFP,Roseanne Barr,1,0,1,0,0
La Plata,3065934003,President,,PFP,Roseanne Barr,1,0,1,0,0
La Plata,3065934004,President,,PFP,Roseanne Barr,1,0,0,1,0
La Plata,3065934005,President,,PFP,Roseanne Barr,0,0,0,0,0
La Plata,3065934006,President,,PFP,Roseanne Barr,1,0,0,1,0
La Plata,3065934007,President,,PFP,Roseanne Barr,1,0,1,0,0
La Plata,3065934008,President,,PFP,Roseanne Barr,2,0,1,1,0
La Plata,3065934009,President,,PFP,Roseanne Barr,3,0,2,1,0
La Plata,3065934010,President,,PFP,Roseanne Barr,3,0,0,2,1
La Plata,3065934011,President,,PFP,Roseanne Barr,4,0,4,0,0
La Plata,3065934012,President,,PFP,Roseanne Barr,4,0,3,1,0
La Plata,3065934013,President,,PFP,Roseanne Barr,2,0,2,0,0
La Plata,3065934014,President,,PFP,Roseanne Barr,4,0,1,3,0
La Plata,3065934015,President,,PFP,Roseanne Barr,1,1,0,0,0
La Plata,3065934016,President,,PFP,Roseanne Barr,1,0,0,0,1
La Plata,3065934017,President,,PFP,Roseanne Barr,2,0,1,1,0
La Plata,3065934018,President,,PFP,Roseanne Barr,2,0,2,0,0
La Plata,3065934019,President,,PFP,Roseanne Barr,1,1,0,0,0
La Plata,3065934020,President,,PFP,Roseanne Barr,3,0,1,1,1
La Plata,3065934021,President,,PFP,Roseanne Barr,3,0,3,0,0
La Plata,3065934022,President,,PFP,Roseanne Barr,1,0,0,1,0
La Plata,3065934023,President,,PFP,Roseanne Barr,3,0,2,1,0
La Plata,3065934024,President,,PFP,Roseanne Barr,3,0,2,1,0
La Plata,3065934025,President,,PFP,Roseanne Barr,0,0,0,0,0
La Plata,3065934026,President,,PFP,Roseanne Barr,2,0,2,0,0
La Plata,3065934027,President,,PFP,Roseanne Barr,0,0,0,0,0
La Plata,3065934028,President,,PFP,Roseanne Barr,1,0,1,0,0
La Plata,3065934029,President,,PFP,Roseanne Barr,1,0,1,0,0
La Plata,3065934030,President,,PFP,Roseanne Barr,2,0,0,2,0
La Plata,Totals,President,,PFP,Roseanne Barr,54,2,32,17,3
La Plata,3065934001,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934002,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934003,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934004,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934005,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934006,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934007,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934008,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934009,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934010,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934011,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934012,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934013,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934014,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934015,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934016,President,,SWP,James Harris,1,0,0,0,1
La Plata,3065934017,President,,SWP,James Harris,1,1,0,0,0
La Plata,3065934018,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934019,President,,SWP,James Harris,1,1,0,0,0
La Plata,3065934020,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934021,President,,SWP,James Harris,1,1,0,0,0
La Plata,3065934022,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934023,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934024,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934025,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934026,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934027,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934028,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934029,President,,SWP,James Harris,0,0,0,0,0
La Plata,3065934030,President,,SWP,James Harris,0,0,0,0,0
La Plata,Totals,President,,SWP,James Harris,4,3,0,0,1
La Plata,3065934001,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934002,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934003,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934004,President,,AIP,Tom Hoefling,1,0,1,0,0
La Plata,3065934005,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934006,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934007,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934008,President,,AIP,Tom Hoefling,1,0,0,1,0
La Plata,3065934009,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934010,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934011,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934012,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934013,President,,AIP,Tom Hoefling,1,0,1,0,0
La Plata,3065934014,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934015,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934016,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934017,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934018,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934019,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934020,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934021,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934022,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934023,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934024,President,,AIP,Tom Hoefling,4,0,3,1,0
La Plata,3065934025,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934026,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934027,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934028,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934029,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,3065934030,President,,AIP,Tom Hoefling,0,0,0,0,0
La Plata,Totals,President,,AIP,Tom Hoefling,7,0,5,2,0
La Plata,3065934001,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934002,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934003,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934004,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934005,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934006,President,,SAL,Gloria La Riva,2,0,2,0,0
La Plata,3065934007,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934008,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934009,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934010,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934011,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934012,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934013,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934014,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934015,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934016,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934017,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934018,President,,SAL,Gloria La Riva,1,0,1,0,0
La Plata,3065934019,President,,SAL,Gloria La Riva,1,0,0,1,0
La Plata,3065934020,President,,SAL,Gloria La Riva,1,0,1,0,0
La Plata,3065934021,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934022,President,,SAL,Gloria La Riva,1,0,1,0,0
La Plata,3065934023,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934024,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934025,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934026,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934027,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934028,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934029,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,3065934030,President,,SAL,Gloria La Riva,0,0,0,0,0
La Plata,Totals,President,,SAL,Gloria La Riva,6,0,5,1,0
La Plata,3065934001,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934002,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934003,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934004,President,,ATP,Merlin Miller,1,1,0,0,0
La Plata,3065934005,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934006,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934007,President,,ATP,Merlin Miller,0,0,0,0,0
