county,precinct,office,district,candidate,party,votes,reg_voters,ev_total,ed_total
Dolores,Provisional,Colorado Court of Appeals be retained in office?,,No,,7,0,7,0
Dolores,Provisional,Shall Judge Gilbert M. Roman of the,,Yes,,13,0,13,0
Dolores,Provisional,Colorado Court of Appeals be retained in office?,,No,,9,0,9,0
Dolores,Provisional,Shall Judge Diana L. Terry of the,,Yes,,14,0,14,0
Dolores,Provisional,Colorado Court of Appeals be retained in office?,,No,,8,0,8,0
Dolores,Provisional,Shall Judge E. Dale Boyd of the,,Yes,,16,0,16,0
Dolores,Provisional,Dolores County Court be retained in office?,,No,,6,0,6,0
Dolores,Provisional,Amendment 46,,Yes,,9,0,9,0
Dolores,Provisional,Amendment 46,,No,,16,0,16,0
Dolores,Provisional,Amendment 47,,Yes,,9,0,9,0
Dolores,Provisional,Amendment 47,,No,,15,0,15,0
Dolores,Provisional,Amendment 48,,Yes,,9,0,9,0
Dolores,Provisional,Amendment 48,,No,,15,0,15,0
Dolores,Provisional,Amendment 49,,Yes,,9,0,9,0
Dolores,Provisional,Amendment 49,,No,,14,0,14,0
Dolores,Provisional,Amendment 50,,Yes,,12,0,12,0
Dolores,Provisional,Amendment 50,,No,,13,0,13,0
Dolores,Provisional,Amendment 51,,Yes,,4,0,4,0
Dolores,Provisional,Amendment 51,,No,,21,0,21,0
Dolores,Provisional,Amendment 52,,Yes,,6,0,6,0
Dolores,Provisional,Amendment 52,,No,,19,0,19,0
Dolores,! Provisional,Amendment 53,,Yes,,0,0,0,0
Dolores,Provisional,Amendment 53,,No,,0,0,0,0
Dolores,Provisional,Amendment 54,,Yes,,13,0,13,0
Dolores,Provisional,Amendment 54,,No,,11,0,11,0
Dolores,Provisional,Amendment 55,,Yes,,0,0,0,0
Dolores,Provisional,Amendment 55,,No,,0,0,0,0
Dolores,Provisional,Amendment 56,,Yes,,0,0,0,0
Dolores,Provisional,Amendment 56,,No,,0,0,0,0
Dolores,Provisional,Amendment 57,,Yes,,0,0,0,0
Dolores,Provisional,Amendment 57,,No,,0,0,0,0
Dolores,Provisional,Amendment 58,,Yes,,9,0,9,0
Dolores,Provisional,Amendment 58,,No,,15,0,15,0
Dolores,Provisional,Amendment 59,,Yes,,10,0,10,1
Dolores,Provisional,Amendment 59,,No,,14,0,14,0
Dolores,Provisional,Referendum L,,Yes,,8,0,8,0
Dolores,Provisional,Referendum L,,No,,16,0,16,0
Dolores,Provisional,Referendum M,,Yes,,9,0,9,0
Dolores,Provisional,Referendum M,,No,,14,0,14,0
Dolores,Provisional,Referendum N,,Yes,,13,0,13,0
Dolores,Provisional,Referendum N,,No,,11,0,11,0
Dolores,Provisional,Referendum 0,,Yes,,8,0,8,0
Dolores,Provisional,Referendum 0,,No,,16,0,16,0
