county,precinct,office,district,candidate,votes
Douglas,Precinct 511,District Court Judge - 18th Judicial District - Lung,,Total,647
Douglas,Precinct 511,District Court Judge - 18th Judicial District - McLean,,Yes,465
Douglas,Precinct 511,District Court Judge - 18th Judicial District - McLean,,No,186
Douglas,Precinct 511,District Court Judge - 18th Judicial District - McLean,,Total,651
Douglas,Precinct 511,District Court Judge - 18th Judicial District - Michaelson,,Yes,451
Douglas,Precinct 511,District Court Judge - 18th Judicial District - Michaelson,,No,193
Douglas,Precinct 511,District Court Judge - 18th Judicial District - Michaelson,,Total,644
Douglas,Precinct 511,District Court Judge - 18th Judicial District - Spear,,Yes,478
Douglas,Precinct 511,District Court Judge - 18th Judicial District - Spear,,No,168
Douglas,Precinct 511,District Court Judge - 18th Judicial District - Spear,,Total,646
Douglas,Precinct 511,District Court Judge - 18th Judicial District - Whitaker,,Yes,469
Douglas,Precinct 511,District Court Judge - 18th Judicial District - Whitaker,,No,173
Douglas,Precinct 511,District Court Judge - 18th Judicial District - Whitaker,,Total,642
Douglas,Precinct 511,Douglas County Court Judge - Bowling,,Yes,495
Douglas,Precinct 511,Douglas County Court Judge - Bowling,,No,161
Douglas,Precinct 511,Douglas County Court Judge - Bowling,,Total,656
Douglas,Precinct 511,Douglas County Court Judge - Gomez,,Yes,474
Douglas,Precinct 511,Douglas County Court Judge - Gomez,,No,188
Douglas,Precinct 511,Douglas County Court Judge - Gomez,,Total,662
Douglas,Precinct 511,Douglas County Court Judge - Meissner-Cutler,,Yes,507
Douglas,Precinct 511,Douglas County Court Judge - Meissner-Cutler,,No,155
Douglas,Precinct 511,Douglas County Court Judge - Meissner-Cutler,,Total,662
Douglas,Precinct 511,Amendment V (CONSTITUTIONAL),,Yes/For,203
Douglas,Precinct 511,Amendment V (CONSTITUTIONAL),,No/Against,675
Douglas,Precinct 511,Amendment V (CONSTITUTIONAL),,Total,878
Douglas,Precinct 511,Amendment W (CONSTITUTIONAL),,Yes/For,443
Douglas,Precinct 511,Amendment W (CONSTITUTIONAL),,No/Against,393
Douglas,Precinct 511,Amendment W (CONSTITUTIONAL),,Total,836
Douglas,Precinct 511,Amendment X (CONSTITUTIONAL),,Yes/For,508
Douglas,Precinct 511,Amendment X (CONSTITUTIONAL),,No/Against,332
Douglas,Precinct 511,Amendment X (CONSTITUTIONAL),,Total,840
Douglas,Precinct 511,Amendment Y (CONSTITUTIONAL),,Yes/For,602
Douglas,Precinct 511,Amendment Y (CONSTITUTIONAL),,No/Against,260
Douglas,Precinct 511,Amendment Y (CONSTITUTIONAL),,Total,862
Douglas,Precinct 511,Amendment Z (CONSTITUTIONAL),,Yes/For,590
Douglas,Precinct 511,Amendment Z (CONSTITUTIONAL),,No/Against,268
Douglas,Precinct 511,Amendment Z (CONSTITUTIONAL),,Total,858
Douglas,Precinct 511,Amendment A (CONSTITUTIONAL),,Yes/For,508
Douglas,Precinct 511,Amendment A (CONSTITUTIONAL),,No/Against,349
Douglas,Precinct 511,Amendment A (CONSTITUTIONAL),,Total,857
Douglas,Precinct 511,Amendment 73 (CONSTITUTIONAL),,Yes/For,171
Douglas,Precinct 511,Amendment 73 (CONSTITUTIONAL),,No/Against,701
Douglas,Precinct 511,Amendment 73 (CONSTITUTIONAL),,Total,872
Douglas,Precinct 511,Amendment 74 (CONSTITUTIONAL),,Yes/For,466
Douglas,Precinct 511,Amendment 74 (CONSTITUTIONAL),,No/Against,408
Douglas,Precinct 511,Amendment 74 (CONSTITUTIONAL),,Total,874
Douglas,Precinct 511,Amendment 75 (CONSTITUTIONAL),,Yes/For,317
Douglas,Precinct 511,Amendment 75 (CONSTITUTIONAL),,No/Against,533
Douglas,Precinct 511,Amendment 75 (CONSTITUTIONAL),,Total,850
Douglas,Precinct 511,Proposition 109 (STATUTORY),,Yes/For,401
Douglas,Precinct 511,Proposition 109 (STATUTORY),,No/Against,469
Douglas,Precinct 511,Proposition 109 (STATUTORY),,Total,870
Douglas,Precinct 511,Proposition 110 (STATUTORY),,Yes/For,255
Douglas,Precinct 511,Proposition 110 (STATUTORY),,No/Against,619
Douglas,Precinct 511,Proposition 110 (STATUTORY),,Total,874
Douglas,Precinct 511,Proposition 111 (STATUTORY),,Yes/For,584
Douglas,Precinct 511,Proposition 111 (STATUTORY),,No/Against,270
Douglas,Precinct 511,Proposition 111 (STATUTORY),,Total,854
Douglas,Precinct 511,Proposition 112 (STATUTORY),,Yes/For,272
Douglas,Precinct 511,Proposition 112 (STATUTORY),,No/Against,604
Douglas,Precinct 511,Proposition 112 (STATUTORY),,Total,876
Douglas,Precinct 511,Douglas County School District RE-1 Ballot Issue 5A,,Yes/For,265
Douglas,Precinct 511,Douglas County School District RE-1 Ballot Issue 5A,,No/Against,595
Douglas,Precinct 511,Douglas County School District RE-1 Ballot Issue 5A,,Total,860
Douglas,Precinct 511,Douglas County School District RE-1 Ballot Issue 5B,,Yes/For,279
Douglas,Precinct 511,Douglas County School District RE-1 Ballot Issue 5B,,No/Against,577
Douglas,Precinct 511,Douglas County School District RE-1 Ballot Issue 5B,,Total,856
Douglas,Precinct 511,Larkspur Fire Protection District Ballot Issue 6B,,Yes/For,186
Douglas,Precinct 511,Larkspur Fire Protection District Ballot Issue 6B,,No/Against,117
Douglas,Precinct 511,Larkspur Fire Protection District Ballot Issue 6B,,Total,303
Douglas,Precinct 512,U.S. House,4,Karen McCormick,266
Douglas,Precinct 512,U.S. House,4,Ken Buck,855
Douglas,Precinct 512,U.S. House,4,Write-in,(< 25)
Douglas,Precinct 512,U.S. House,4,Total,1123
Douglas,Precinct 512,Governor,,Jar Pol / Dia Pri,252
Douglas,Precinct 512,Governor,,Wal Sta / Lang Sias,838
Douglas,Precinct 512,Governor,,Bil Ham / Eri Bod,(< 25)
Douglas,Precinct 512,Governor,,Sco Hel / Mic Poague,26
Douglas,Precinct 512,Governor,,Total,1123
Douglas,Precinct 512,Secretary of State,,Wayne Williams,853
Douglas,Precinct 512,Secretary of State,,Jena Griswold,246
Douglas,Precinct 512,Secretary of State,,Amanda Campbell,(< 25)
Douglas,Precinct 512,Secretary of State,,Blake Huber,(< 25)
Douglas,Precinct 512,Secretary of State,,Total,1119
Douglas,Precinct 512,State Treasurer,,Brian Watson,866
Douglas,Precinct 512,State Treasurer,,Dave Young,231
Douglas,Precinct 512,State Treasurer,,Gerald F. Kilpatrick,(< 25)
Douglas,Precinct 512,State Treasurer,,Total,1117
Douglas,Precinct 512,Attorney General,,Phil Weiser,233
Douglas,Precinct 512,Attorney General,,George Brauchler,859
Douglas,Precinct 512,Attorney General,,Wil F. Robinson III,27
Douglas,Precinct 512,Attorney General,,Total,1119
Douglas,Precinct 512,State Board of Education Member - Congressional District 4,,Tim Krug,244
Douglas,Precinct 512,State Board of Education Member - Congressional District 4,,Debora L. Scheffel,845
Douglas,Precinct 512,State Board of Education Member - Congressional District 4,,Total,1089
Douglas,Precinct 512,Regent of the University of Colorado - At Large,,Lesley Smith,224
Douglas,Precinct 512,Regent of the University of Colorado - At Large,,Ken Montera,814
Douglas,Precinct 512,Regent of the University of Colorado - At Large,,Chr E. Otwell,(< 25)
Douglas,Precinct 512,Regent of the University of Colorado - At Large,,James K. Treibert,46
Douglas,Precinct 512,Regent of the University of Colorado - At Large,,Total,1088
Douglas,Precinct 512,State Representative,39,Mark Baisley,831
Douglas,Precinct 512,State Representative,39,Kamala Vanderkolk,243
Douglas,Precinct 512,State Representative,39,Tony Gross,32
Douglas,Precinct 512,State Representative,39,Total,1106
Douglas,Precinct 512,Douglas County Commissioner - District 1,,Abe Laydon,854
Douglas,Precinct 512,Douglas County Commissioner - District 1,,Mary Lynch,243
Douglas,Precinct 512,Douglas County Commissioner - District 1,,Total,1097
Douglas,Precinct 512,Douglas County Clerk and Recorder,,Merlin Klotz,857
Douglas,Precinct 512,Douglas County Clerk and Recorder,,Carol Johnson,234
Douglas,Precinct 512,Douglas County Clerk and Recorder,,Total,1091
Douglas,Precinct 512,Douglas County Treasurer,,Dave Gill,850
Douglas,Precinct 512,Douglas County Treasurer,,Angie Hicks,238
Douglas,Precinct 512,Douglas County Treasurer,,Total,1088
Douglas,Precinct 512,Douglas County Assessor,,Lisa Frizell,873
Douglas,Precinct 512,Douglas County Assessor,,Shenika Carter,221
Douglas,Precinct 512,Douglas County Assessor,,Total,1094
Douglas,Precinct 512,Douglas County Sheriff,,Tony Spurlock,945
Douglas,Precinct 512,Douglas County Sheriff,,Total,945
Douglas,Precinct 512,Douglas County Surveyor,,Robert D. Snodgrass,937
Douglas,Precinct 512,Douglas County Surveyor,,Total,937
Douglas,Precinct 512,Douglas County Coroner,,Jill E. Romann,860
Douglas,Precinct 512,Douglas County Coroner,,Sydney Ludwick,224
Douglas,Precinct 512,Douglas County Coroner,,Total,1084
Douglas,Precinct 512,Colorado Supreme Court Justice - Gabriel,,Yes,562
Douglas,Precinct 512,Colorado Supreme Court Justice - Gabriel,,No,316
Douglas,Precinct 512,Colorado Supreme Court Justice - Gabriel,,Total,878
Douglas,Precinct 512,Colorado Court of Appeals Judge - Dailey,,Yes,629
Douglas,Precinct 512,Colorado Court of Appeals Judge - Dailey,,No,244
Douglas,Precinct 512,Colorado Court of Appeals Judge - Dailey,,Total,873
Douglas,Precinct 512,Colorado Court of Appeals Judge - Freyre,,Yes,565
Douglas,Precinct 512,Colorado Court of Appeals Judge - Freyre,,No,312
Douglas,Precinct 512,Colorado Court of Appeals Judge - Freyre,,Total,877
Douglas,Precinct 512,Colorado Court of Appeals Judge - Harris,,Yes,409
Douglas,Precinct 512,Colorado Court of Appeals Judge - Harris,,No,471
Douglas,Precinct 512,Colorado Court of Appeals Judge - Harris,,Total,880
Douglas,Precinct 512,Colorado Court of Appeals Judge - Richman,,Yes,570
Douglas,Precinct 512,Colorado Court of Appeals Judge - Richman,,No,302
Douglas,Precinct 512,Colorado Court of Appeals Judge - Richman,,Total,872
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Douglass,,Yes,338
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Douglass,,No,533
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Douglass,,Total,871
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Herron,,Yes,554
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Herron,,No,302
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Herron,,Total,856
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Kramer,,Yes,550
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Kramer,,No,304
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Kramer,,Total,854
Douglas,Precinct 512,District Court Judge - 18th Judicial Distric - Leutwyler III,,Yes,558
Douglas,Precinct 512,District Court Judge - 18th Judicial Distric - Leutwyler III,,No,298
Douglas,Precinct 512,District Court Judge - 18th Judicial Distric - Leutwyler III,,Total,856
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Lung,,Yes,565
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Lung,,No,292
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Lung,,Total,857
Douglas,Precinct 512,District Court Judge - 18th Judicial District - McLean,,Yes,549
Douglas,Precinct 512,District Court Judge - 18th Judicial District - McLean,,No,310
Douglas,Precinct 512,District Court Judge - 18th Judicial District - McLean,,Total,859
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Michaelson,,Yes,540
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Michaelson,,No,308
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Michaelson,,Total,848
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Spear,,Yes,545
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Spear,,No,305
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Spear,,Total,850
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Whitaker,,Yes,565
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Whitaker,,No,287
Douglas,Precinct 512,District Court Judge - 18th Judicial District - Whitaker,,Total,852
Douglas,Precinct 512,Douglas County Court Judge - Bowling,,Yes,586
Douglas,Precinct 512,Douglas County Court Judge - Bowling,,No,271
Douglas,Precinct 512,Douglas County Court Judge - Bowling,,Total,857
Douglas,Precinct 512,Douglas County Court Judge - Gomez,,Yes,578
Douglas,Precinct 512,Douglas County Court Judge - Gomez,,No,292
Douglas,Precinct 512,Douglas County Court Judge - Gomez,,Total,870
Douglas,Precinct 512,Douglas County Court Judge - Meissner-Cutler,,Yes,596
Douglas,Precinct 512,Douglas County Court Judge - Meissner-Cutler,,No,280
Douglas,Precinct 512,Douglas County Court Judge - Meissner-Cutler,,Total,876
Douglas,Precinct 512,Amendment V (CONSTITUTIONAL),,Yes/For,189
Douglas,Precinct 512,Amendment V (CONSTITUTIONAL),,No/Against,922
Douglas,Precinct 512,Amendment V (CONSTITUTIONAL),,Total,1111
Douglas,Precinct 512,Amendment W (CONSTITUTIONAL),,Yes/For,541
Douglas,Precinct 512,Amendment W (CONSTITUTIONAL),,No/Against,531
Douglas,Precinct 512,Amendment W (CONSTITUTIONAL),,Total,1072
Douglas,Precinct 512,Amendment X (CONSTITUTIONAL),,Yes/For,618
Douglas,Precinct 512,Amendment X (CONSTITUTIONAL),,No/Against,448
Douglas,Precinct 512,Amendment X (CONSTITUTIONAL),,Total,1066
Douglas,Precinct 512,Amendment Y (CONSTITUTIONAL),,Yes/For,695
Douglas,Precinct 512,Amendment Y (CONSTITUTIONAL),,No/Against,383
Douglas,Precinct 512,Amendment Y (CONSTITUTIONAL),,Total,1078
Douglas,Precinct 512,Amendment Z (CONSTITUTIONAL),,Yes/For,680
Douglas,Precinct 512,Amendment Z (CONSTITUTIONAL),,No/Against,396
Douglas,Precinct 512,Amendment Z (CONSTITUTIONAL),,Total,1076
Douglas,Precinct 512,Amendment A (CONSTITUTIONAL),,Yes/For,507
Douglas,Precinct 512,Amendment A (CONSTITUTIONAL),,No/Against,575
Douglas,Precinct 512,Amendment A (CONSTITUTIONAL),,Total,1082
Douglas,Precinct 512,Amendment 73 (CONSTITUTIONAL),,Yes/For,221
Douglas,Precinct 512,Amendment 73 (CONSTITUTIONAL),,No/Against,889
Douglas,Precinct 512,Amendment 73 (CONSTITUTIONAL),,Total,1110
Douglas,Precinct 512,Amendment 74 (CONSTITUTIONAL),,Yes/For,596
Douglas,Precinct 512,Amendment 74 (CONSTITUTIONAL),,No/Against,507
Douglas,Precinct 512,Amendment 74 (CONSTITUTIONAL),,Total,1103
Douglas,Precinct 512,Amendment 75 (CONSTITUTIONAL),,Yes/For,387
Douglas,Precinct 512,Amendment 75 (CONSTITUTIONAL),,No/Against,701
Douglas,Precinct 512,Amendment 75 (CONSTITUTIONAL),,Total,1088
Douglas,Precinct 512,Proposition 109 (STATUTORY),,Yes/For,481
Douglas,Precinct 512,Proposition 109 (STATUTORY),,No/Against,611
Douglas,Precinct 512,Proposition 109 (STATUTORY),,Total,1092
Douglas,Precinct 512,Proposition 110 (STATUTORY),,Yes/For,239
Douglas,Precinct 512,Proposition 110 (STATUTORY),,No/Against,862
Douglas,Precinct 512,Proposition 110 (STATUTORY),,Total,1101
Douglas,Precinct 512,Proposition 111 (STATUTORY),,Yes/For,658
Douglas,Precinct 512,Proposition 111 (STATUTORY),,No/Against,426
Douglas,Precinct 512,Proposition 111 (STATUTORY),,Total,1084
Douglas,Precinct 512,Proposition 112 (STATUTORY),,Yes/For,281
Douglas,Precinct 512,Proposition 112 (STATUTORY),,No/Against,829
Douglas,Precinct 512,Proposition 112 (STATUTORY),,Total,1110
Douglas,Precinct 512,Douglas County School District RE-1 Ballot Issue 5A,,Yes/For,275
Douglas,Precinct 512,Douglas County School District RE-1 Ballot Issue 5A,,No/Against,830
Douglas,Precinct 512,Douglas County School District RE-1 Ballot Issue 5A,,Total,1105
Douglas,Precinct 512,Douglas County School District RE-1 Ballot Issue 5B,,Yes/For,268
Douglas,Precinct 512,Douglas County School District RE-1 Ballot Issue 5B,,No/Against,836
Douglas,Precinct 512,Douglas County School District RE-1 Ballot Issue 5B,,Total,1104
Douglas,Precinct 512,Larkspur Fire Protection District Ballot Issue 6B,,Yes/For,252
Douglas,Precinct 512,Larkspur Fire Protection District Ballot Issue 6B,,No/Against,176
Douglas,Precinct 512,Larkspur Fire Protection District Ballot Issue 6B,,Total,428
Douglas,Precinct 302,U.S. House,4,Karen McCormick,702
Douglas,Precinct 302,U.S. House,4,Ken Buck,661
Douglas,Precinct 302,U.S. House,4,Write-in,(< 25)
Douglas,Precinct 302,U.S. House,4,Total,1367
Douglas,Precinct 302,Governor,,Jar Pol / Dia Pri,672
Douglas,Precinct 302,Governor,,Wal Sta / Lang Sias,630
Douglas,Precinct 302,Governor,,Bil Ham / Eri Bod,(< 25)
Douglas,Precinct 302,Governor,,Sco Hel / Mic Poague,59
Douglas,Precinct 302,Governor,,Total,1384
Douglas,Precinct 302,Secretary of State,,Wayne Williams,635
Douglas,Precinct 302,Secretary of State,,Jena Griswold,668
Douglas,Precinct 302,Secretary of State,,Amanda Campbell,46
Douglas,Precinct 302,Secretary of State,,Blake Huber,(< 25)
Douglas,Precinct 302,Secretary of State,,Total,1357
Douglas,Precinct 302,State Treasurer,,Brian Watson,636
Douglas,Precinct 302,State Treasurer,,Dave Young,642
Douglas,Precinct 302,State Treasurer,,Gerald F. Kilpatrick,68
Douglas,Precinct 302,State Treasurer,,Total,1346
Douglas,Precinct 302,Attorney General,,Phil Weiser,634
Douglas,Precinct 302,Attorney General,,George Brauchler,656
Douglas,Precinct 302,Attorney General,,Wil F. Robinson III,62
Douglas,Precinct 302,Attorney General,,Total,1352
Douglas,Precinct 302,State Board of Education Member - Congressional District 4,,Tim Krug,678
Douglas,Precinct 302,State Board of Education Member - Congressional District 4,,Debora L. Scheffel,647
Douglas,Precinct 302,State Board of Education Member - Congressional District 4,,Total,1325
Douglas,Precinct 302,Regent of the University of Colorado - At Large,,Lesley Smith,624
Douglas,Precinct 302,Regent of the University of Colorado - At Large,,Ken Montera,575
Douglas,Precinct 302,Regent of the University of Colorado - At Large,,Chr E. Otwell,28
Douglas,Precinct 302,Regent of the University of Colorado - At Large,,James K. Treibert,77
Douglas,Precinct 302,Regent of the University of Colorado - At Large,,Total,1304
Douglas,Precinct 302,State Representative,44,Kim Ransom,661
Douglas,Precinct 302,State Representative,44,Simone Aiken,658
Douglas,Precinct 302,State Representative,44,Total,1319
Douglas,Precinct 302,Douglas County Commissioner - District 1,,Abe Laydon,648
Douglas,Precinct 302,Douglas County Commissioner - District 1,,Mary Lynch,667
Douglas,Precinct 302,Douglas County Commissioner - District 1,,Total,1315
Douglas,Precinct 302,Douglas County Clerk and Recorder,,Merlin Klotz,649
Douglas,Precinct 302,Douglas County Clerk and Recorder,,Carol Johnson,656
Douglas,Precinct 302,Douglas County Clerk and Recorder,,Total,1305
Douglas,Precinct 302,Douglas County Treasurer,,Dave Gill,645
Douglas,Precinct 302,Douglas County Treasurer,,Angie Hicks,663
Douglas,Precinct 302,Douglas County Treasurer,,Total,1308
Douglas,Precinct 302,Douglas County Assessor,,Lisa Frizell,679
Douglas,Precinct 302,Douglas County Assessor,,Shenika Carter,623
Douglas,Precinct 302,Douglas County Assessor,,Total,1302
Douglas,Precinct 302,Douglas County Sheriff,,Tony Spurlock,1001
Douglas,Precinct 302,Douglas County Sheriff,,Total,1001
Douglas,Precinct 302,Douglas County Surveyor,,Robert D. Snodgrass,989
Douglas,Precinct 302,Douglas County Surveyor,,Total,989
Douglas,Precinct 302,Douglas County Coroner,,Jill E. Romann,678
Douglas,Precinct 302,Douglas County Coroner,,Sydney Ludwick,607
Douglas,Precinct 302,Douglas County Coroner,,Total,1285
Douglas,Precinct 302,Town of Parker Councilmember (Vote for 3),,Danielle Ozaluk,76
Douglas,Precinct 302,Town of Parker Councilmember (Vote for 3),,Jeff Toborg,88
Douglas,Precinct 302,Town of Parker Councilmember (Vote for 3),,Stephen Curtis,58
Douglas,Precinct 302,Town of Parker Councilmember (Vote for 3),,Robert Mark Ihrig,71
Douglas,Precinct 302,Town of Parker Councilmember (Vote for 3),,Renee Williams,108
Douglas,Precinct 302,Town of Parker Councilmember (Vote for 3),,Terry Dodd,75
Douglas,Precinct 302,Town of Parker Councilmember (Vote for 3),,Todd Hendreks,85
Douglas,Precinct 302,Town of Parker Councilmember (Vote for 3),,Michelle Rene Kelly,82
Douglas,Precinct 302,Town of Parker Councilmember (Vote for 3),,Elissa Flaumenhaft,97
Douglas,Precinct 302,Town of Parker Councilmember (Vote for 3),,Cheryl Poage,101
Douglas,Precinct 302,Town of Parker Councilmember (Vote for 3),,Total,841
Douglas,Precinct 302,Colorado Supreme Court Justice - Gabriel,,Yes,783
Douglas,Precinct 302,Colorado Supreme Court Justice - Gabriel,,No,319
Douglas,Precinct 302,Colorado Supreme Court Justice - Gabriel,,Total,1102
Douglas,Precinct 302,Colorado Court of Appeals Judge - Dailey,,Yes,793
Douglas,Precinct 302,Colorado Court of Appeals Judge - Dailey,,No,298
Douglas,Precinct 302,Colorado Court of Appeals Judge - Dailey,,Total,1091
Douglas,Precinct 302,Colorado Court of Appeals Judge - Freyre,,Yes,783
Douglas,Precinct 302,Colorado Court of Appeals Judge - Freyre,,No,312
Douglas,Precinct 302,Colorado Court of Appeals Judge - Freyre,,Total,1095
Douglas,Precinct 302,Colorado Court of Appeals Judge - Harris,,Yes,614
Douglas,Precinct 302,Colorado Court of Appeals Judge - Harris,,No,476
Douglas,Precinct 302,Colorado Court of Appeals Judge - Harris,,Total,1090
Douglas,Precinct 302,Colorado Court of Appeals Judge - Richman,,Yes,743
Douglas,Precinct 302,Colorado Court of Appeals Judge - Richman,,No,345
Douglas,Precinct 302,Colorado Court of Appeals Judge - Richman,,Total,1088
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Douglass,,Yes,438
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Douglass,,No,660
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Douglass,,Total,1098
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Herron,,Yes,794
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Herron,,No,295
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Herron,,Total,1089
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Kramer,,Yes,759
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Kramer,,No,325
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Kramer,,Total,1084
Douglas,Precinct 302,District Court Judge - 18th Judicial Distric - Leutwyler III,,Yes,769
Douglas,Precinct 302,District Court Judge - 18th Judicial Distric - Leutwyler III,,No,312
Douglas,Precinct 302,District Court Judge - 18th Judicial Distric - Leutwyler III,,Total,1081
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Lung,,Yes,761
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Lung,,No,317
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Lung,,Total,1078
Douglas,Precinct 302,District Court Judge - 18th Judicial District - McLean,,Yes,777
Douglas,Precinct 302,District Court Judge - 18th Judicial District - McLean,,No,306
Douglas,Precinct 302,District Court Judge - 18th Judicial District - McLean,,Total,1083
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Michaelson,,Yes,719
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Michaelson,,No,356
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Michaelson,,Total,1075
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Spear,,Yes,731
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Spear,,No,346
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Spear,,Total,1077
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Whitaker,,Yes,790
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Whitaker,,No,287
Douglas,Precinct 302,District Court Judge - 18th Judicial District - Whitaker,,Total,1077
Douglas,Precinct 302,Douglas County Court Judge - Bowling,,Yes,787
Douglas,Precinct 302,Douglas County Court Judge - Bowling,,No,298
Douglas,Precinct 302,Douglas County Court Judge - Bowling,,Total,1085
Douglas,Precinct 302,Douglas County Court Judge - Gomez,,Yes,771
Douglas,Precinct 302,Douglas County Court Judge - Gomez,,No,318
Douglas,Precinct 302,Douglas County Court Judge - Gomez,,Total,1089
Douglas,Precinct 302,Douglas County Court Judge - Meissner-Cutler,,Yes,774
Douglas,Precinct 302,Douglas County Court Judge - Meissner-Cutler,,No,294
Douglas,Precinct 302,Douglas County Court Judge - Meissner-Cutler,,Total,1068
Douglas,Precinct 302,Amendment V (CONSTITUTIONAL),,Yes/For,442
Douglas,Precinct 302,Amendment V (CONSTITUTIONAL),,No/Against,918
Douglas,Precinct 302,Amendment V (CONSTITUTIONAL),,Total,1360
Douglas,Precinct 302,Amendment W (CONSTITUTIONAL),,Yes/For,766
Douglas,Precinct 302,Amendment W (CONSTITUTIONAL),,No/Against,553
Douglas,Precinct 302,Amendment W (CONSTITUTIONAL),,Total,1319
Douglas,Precinct 302,Amendment X (CONSTITUTIONAL),,Yes/For,769
Douglas,Precinct 302,Amendment X (CONSTITUTIONAL),,No/Against,541
Douglas,Precinct 302,Amendment X (CONSTITUTIONAL),,Total,1310
Douglas,Precinct 302,Amendment Y (CONSTITUTIONAL),,Yes/For,951
Douglas,Precinct 302,Amendment Y (CONSTITUTIONAL),,No/Against,377
Douglas,Precinct 302,Amendment Y (CONSTITUTIONAL),,Total,1328
Douglas,Precinct 302,Amendment Z (CONSTITUTIONAL),,Yes/For,967
Douglas,Precinct 302,Amendment Z (CONSTITUTIONAL),,No/Against,353
Douglas,Precinct 302,Amendment Z (CONSTITUTIONAL),,Total,1320
Douglas,Precinct 302,Amendment A (CONSTITUTIONAL),,Yes/For,824
Douglas,Precinct 302,Amendment A (CONSTITUTIONAL),,No/Against,510
Douglas,Precinct 302,Amendment A (CONSTITUTIONAL),,Total,1334
Douglas,Precinct 302,Amendment 73 (CONSTITUTIONAL),,Yes/For,606
Douglas,Precinct 302,Amendment 73 (CONSTITUTIONAL),,No/Against,756
Douglas,Precinct 302,Amendment 73 (CONSTITUTIONAL),,Total,1362
Douglas,Precinct 302,Amendment 74 (CONSTITUTIONAL),,Yes/For,685
Douglas,Precinct 302,Amendment 74 (CONSTITUTIONAL),,No/Against,677
Douglas,Precinct 302,Amendment 74 (CONSTITUTIONAL),,Total,1362
Douglas,Precinct 302,Amendment 75 (CONSTITUTIONAL),,Yes/For,493
Douglas,Precinct 302,Amendment 75 (CONSTITUTIONAL),,No/Against,839
Douglas,Precinct 302,Amendment 75 (CONSTITUTIONAL),,Total,1332
Douglas,Precinct 302,Proposition 109 (STATUTORY),,Yes/For,543
Douglas,Precinct 302,Proposition 109 (STATUTORY),,No/Against,800
Douglas,Precinct 302,Proposition 109 (STATUTORY),,Total,1343
Douglas,Precinct 302,Proposition 110 (STATUTORY),,Yes/For,492
Douglas,Precinct 302,Proposition 110 (STATUTORY),,No/Against,850
Douglas,Precinct 302,Proposition 110 (STATUTORY),,Total,1342
Douglas,Precinct 302,Proposition 111 (STATUTORY),,Yes/For,990
Douglas,Precinct 302,Proposition 111 (STATUTORY),,No/Against,336
Douglas,Precinct 302,Proposition 111 (STATUTORY),,Total,1326
Douglas,Precinct 302,Proposition 112 (STATUTORY),,Yes/For,593
Douglas,Precinct 302,Proposition 112 (STATUTORY),,No/Against,783
Douglas,Precinct 302,Proposition 112 (STATUTORY),,Total,1376
Douglas,Precinct 302,Douglas County School District RE-1 Ballot Issue 5A,,Yes/For,748
Douglas,Precinct 302,Douglas County School District RE-1 Ballot Issue 5A,,No/Against,627
Douglas,Precinct 302,Douglas County School District RE-1 Ballot Issue 5A,,Total,1375
