county,precinct,office,district,candidate,votes
Douglas,Precinct 252,Colorado Court of Appeals Judge - Richman,,No,205
Douglas,Precinct 252,Colorado Court of Appeals Judge - Richman,,Total,864
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Douglass,,Yes,394
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Douglass,,No,482
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Douglass,,Total,876
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Herron,,Yes,676
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Herron,,No,183
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Herron,,Total,859
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Kramer,,Yes,657
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Kramer,,No,201
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Kramer,,Total,858
Douglas,Precinct 252,District Court Judge - 18th Judicial Distric - Leutwyler III,,Yes,671
Douglas,Precinct 252,District Court Judge - 18th Judicial Distric - Leutwyler III,,No,185
Douglas,Precinct 252,District Court Judge - 18th Judicial Distric - Leutwyler III,,Total,856
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Lung,,Yes,661
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Lung,,No,192
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Lung,,Total,853
Douglas,Precinct 252,District Court Judge - 18th Judicial District - McLean,,Yes,678
Douglas,Precinct 252,District Court Judge - 18th Judicial District - McLean,,No,177
Douglas,Precinct 252,District Court Judge - 18th Judicial District - McLean,,Total,855
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Michaelson,,Yes,631
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Michaelson,,No,219
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Michaelson,,Total,850
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Spear,,Yes,632
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Spear,,No,224
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Spear,,Total,856
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Whitaker,,Yes,672
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Whitaker,,No,182
Douglas,Precinct 252,District Court Judge - 18th Judicial District - Whitaker,,Total,854
Douglas,Precinct 252,Douglas County Court Judge - Bowling,,Yes,679
Douglas,Precinct 252,Douglas County Court Judge - Bowling,,No,180
Douglas,Precinct 252,Douglas County Court Judge - Bowling,,Total,859
Douglas,Precinct 252,Douglas County Court Judge - Gomez,,Yes,686
Douglas,Precinct 252,Douglas County Court Judge - Gomez,,No,175
Douglas,Precinct 252,Douglas County Court Judge - Gomez,,Total,861
Douglas,Precinct 252,Douglas County Court Judge - Meissner-Cutler,,Yes,684
Douglas,Precinct 252,Douglas County Court Judge - Meissner-Cutler,,No,172
Douglas,Precinct 252,Douglas County Court Judge - Meissner-Cutler,,Total,856
Douglas,Precinct 252,Amendment V (CONSTITUTIONAL),,Yes/For,365
Douglas,Precinct 252,Amendment V (CONSTITUTIONAL),,No/Against,758
Douglas,Precinct 252,Amendment V (CONSTITUTIONAL),,Total,1123
Douglas,Precinct 252,Amendment W (CONSTITUTIONAL),,Yes/For,600
Douglas,Precinct 252,Amendment W (CONSTITUTIONAL),,No/Against,464
Douglas,Precinct 252,Amendment W (CONSTITUTIONAL),,Total,1064
Douglas,Precinct 252,Amendment X (CONSTITUTIONAL),,Yes/For,628
Douglas,Precinct 252,Amendment X (CONSTITUTIONAL),,No/Against,444
Douglas,Precinct 252,Amendment X (CONSTITUTIONAL),,Total,1072
Douglas,Precinct 252,Amendment Y (CONSTITUTIONAL),,Yes/For,770
Douglas,Precinct 252,Amendment Y (CONSTITUTIONAL),,No/Against,311
Douglas,Precinct 252,Amendment Y (CONSTITUTIONAL),,Total,1081
Douglas,Precinct 252,Amendment Z (CONSTITUTIONAL),,Yes/For,751
Douglas,Precinct 252,Amendment Z (CONSTITUTIONAL),,No/Against,320
Douglas,Precinct 252,Amendment Z (CONSTITUTIONAL),,Total,1071
Douglas,Precinct 252,Amendment A (CONSTITUTIONAL),,Yes/For,705
Douglas,Precinct 252,Amendment A (CONSTITUTIONAL),,No/Against,390
Douglas,Precinct 252,Amendment A (CONSTITUTIONAL),,Total,1095
Douglas,Precinct 252,Amendment 73 (CONSTITUTIONAL),,Yes/For,515
Douglas,Precinct 252,Amendment 73 (CONSTITUTIONAL),,No/Against,590
Douglas,Precinct 252,Amendment 73 (CONSTITUTIONAL),,Total,1105
Douglas,Precinct 252,Amendment 74 (CONSTITUTIONAL),,Yes/For,543
Douglas,Precinct 252,Amendment 74 (CONSTITUTIONAL),,No/Against,575
Douglas,Precinct 252,Amendment 74 (CONSTITUTIONAL),,Total,1118
Douglas,Precinct 252,Amendment 75 (CONSTITUTIONAL),,Yes/For,367
Douglas,Precinct 252,Amendment 75 (CONSTITUTIONAL),,No/Against,713
Douglas,Precinct 252,Amendment 75 (CONSTITUTIONAL),,Total,1080
Douglas,Precinct 252,Proposition 109 (STATUTORY),,Yes/For,441
Douglas,Precinct 252,Proposition 109 (STATUTORY),,No/Against,661
Douglas,Precinct 252,Proposition 109 (STATUTORY),,Total,1102
Douglas,Precinct 252,Proposition 110 (STATUTORY),,Yes/For,445
Douglas,Precinct 252,Proposition 110 (STATUTORY),,No/Against,652
Douglas,Precinct 252,Proposition 110 (STATUTORY),,Total,1097
Douglas,Precinct 252,Proposition 111 (STATUTORY),,Yes/For,811
Douglas,Precinct 252,Proposition 111 (STATUTORY),,No/Against,266
Douglas,Precinct 252,Proposition 111 (STATUTORY),,Total,1077
Douglas,Precinct 252,Proposition 112 (STATUTORY),,Yes/For,450
Douglas,Precinct 252,Proposition 112 (STATUTORY),,No/Against,678
Douglas,Precinct 252,Proposition 112 (STATUTORY),,Total,1128
Douglas,Precinct 252,Douglas County School District RE-1 Ballot Issue 5A,,Yes/For,674
Douglas,Precinct 252,Douglas County School District RE-1 Ballot Issue 5A,,No/Against,452
Douglas,Precinct 252,Douglas County School District RE-1 Ballot Issue 5A,,Total,1126
Douglas,Precinct 252,Douglas County School District RE-1 Ballot Issue 5B,,Yes/For,651
Douglas,Precinct 252,Douglas County School District RE-1 Ballot Issue 5B,,No/Against,477
Douglas,Precinct 252,Douglas County School District RE-1 Ballot Issue 5B,,Total,1128
Douglas,Precinct 252,Urban Drainage and Flood Control District Ballot Issue 7G,,Yes/For,610
Douglas,Precinct 252,Urban Drainage and Flood Control District Ballot Issue 7G,,No/Against,489
Douglas,Precinct 252,Urban Drainage and Flood Control District Ballot Issue 7G,,Total,1099
Douglas,Precinct 253,U.S. House,6,Mike Coffman,336
Douglas,Precinct 253,U.S. House,6,Jason Crow,375
Douglas,Precinct 253,U.S. House,6,Kat Martin,(< 25)
Douglas,Precinct 253,U.S. House,6,Dan Chapin,(< 25)
Douglas,Precinct 253,U.S. House,6,Write-in,0
Douglas,Precinct 253,U.S. House,6,Total,728
Douglas,Precinct 253,Governor,,Jar Pol / Dia Pri,355
Douglas,Precinct 253,Governor,,Wal Sta / Lang Sias,351
Douglas,Precinct 253,Governor,,Bil Ham / Eri Bod,(< 25)
Douglas,Precinct 253,Governor,,Sco Hel / Mic Poague,(< 25)
Douglas,Precinct 253,Governor,,Total,726
Douglas,Precinct 253,Secretary of State,,Wayne Williams,343
Douglas,Precinct 253,Secretary of State,,Jena Griswold,348
Douglas,Precinct 253,Secretary of State,,Amanda Campbell,(< 25)
Douglas,Precinct 253,Secretary of State,,Blake Huber,(< 25)
Douglas,Precinct 253,Secretary of State,,Total,707
Douglas,Precinct 253,State Treasurer,,Brian Watson,352
Douglas,Precinct 253,State Treasurer,,Dave Young,342
Douglas,Precinct 253,State Treasurer,,Gerald F. Kilpatrick,(< 25)
Douglas,Precinct 253,State Treasurer,,Total,706
Douglas,Precinct 253,Attorney General,,Phil Weiser,337
Douglas,Precinct 253,Attorney General,,George Brauchler,359
Douglas,Precinct 253,Attorney General,,Wil F. Robinson III,(< 25)
Douglas,Precinct 253,Attorney General,,Total,715
Douglas,Precinct 253,Regent of the University of Colorado - At Large,,Lesley Smith,339
Douglas,Precinct 253,Regent of the University of Colorado - At Large,,Ken Montera,311
Douglas,Precinct 253,Regent of the University of Colorado - At Large,,Chr E. Otwell,(< 25)
Douglas,Precinct 253,Regent of the University of Colorado - At Large,,James K. Treibert,(< 25)
Douglas,Precinct 253,Regent of the University of Colorado - At Large,,Total,678
Douglas,Precinct 253,State Senate,30,Jul Varnell-Sarjeant,331
Douglas,Precinct 253,State Senate,30,Chris Holbert,324
Douglas,Precinct 253,State Senate,30,Steve Peterson,47
Douglas,Precinct 253,State Senate,30,Total,702
Douglas,Precinct 253,State Representative,39,Mark Baisley,334
Douglas,Precinct 253,State Representative,39,Kamala Vanderkolk,343
Douglas,Precinct 253,State Representative,39,Tony Gross,(< 25)
Douglas,Precinct 253,State Representative,39,Total,700
Douglas,Precinct 253,Douglas County Commissioner - District 1,,Abe Laydon,361
Douglas,Precinct 253,Douglas County Commissioner - District 1,,Mary Lynch,321
Douglas,Precinct 253,Douglas County Commissioner - District 1,,Total,682
Douglas,Precinct 253,Douglas County Clerk and Recorder,,Merlin Klotz,347
Douglas,Precinct 253,Douglas County Clerk and Recorder,,Carol Johnson,331
Douglas,Precinct 253,Douglas County Clerk and Recorder,,Total,678
Douglas,Precinct 253,Douglas County Treasurer,,Dave Gill,354
Douglas,Precinct 253,Douglas County Treasurer,,Angie Hicks,325
Douglas,Precinct 253,Douglas County Treasurer,,Total,679
Douglas,Precinct 253,Douglas County Assessor,,Lisa Frizell,369
Douglas,Precinct 253,Douglas County Assessor,,Shenika Carter,308
Douglas,Precinct 253,Douglas County Assessor,,Total,677
Douglas,Precinct 253,Douglas County Sheriff,,Tony Spurlock,519
Douglas,Precinct 253,Douglas County Sheriff,,Total,519
Douglas,Precinct 253,Douglas County Surveyor,,Robert D. Snodgrass,506
Douglas,Precinct 253,Douglas County Surveyor,,Total,506
Douglas,Precinct 253,Douglas County Coroner,,Jill E. Romann,368
Douglas,Precinct 253,Douglas County Coroner,,Sydney Ludwick,302
Douglas,Precinct 253,Douglas County Coroner,,Total,670
Douglas,Precinct 253,Colorado Supreme Court Justice - Gabriel,,Yes,417
Douglas,Precinct 253,Colorado Supreme Court Justice - Gabriel,,No,133
Douglas,Precinct 253,Colorado Supreme Court Justice - Gabriel,,Total,550
Douglas,Precinct 253,Colorado Court of Appeals Judge - Dailey,,Yes,422
Douglas,Precinct 253,Colorado Court of Appeals Judge - Dailey,,No,124
Douglas,Precinct 253,Colorado Court of Appeals Judge - Dailey,,Total,546
Douglas,Precinct 253,Colorado Court of Appeals Judge - Freyre,,Yes,433
Douglas,Precinct 253,Colorado Court of Appeals Judge - Freyre,,No,118
Douglas,Precinct 253,Colorado Court of Appeals Judge - Freyre,,Total,551
Douglas,Precinct 253,Colorado Court of Appeals Judge - Harris,,Yes,362
Douglas,Precinct 253,Colorado Court of Appeals Judge - Harris,,No,187
Douglas,Precinct 253,Colorado Court of Appeals Judge - Harris,,Total,549
Douglas,Precinct 253,Colorado Court of Appeals Judge - Richman,,Yes,409
Douglas,Precinct 253,Colorado Court of Appeals Judge - Richman,,No,128
Douglas,Precinct 253,Colorado Court of Appeals Judge - Richman,,Total,537
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Douglass,,Yes,246
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Douglass,,No,301
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Douglass,,Total,547
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Herron,,Yes,431
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Herron,,No,111
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Herron,,Total,542
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Kramer,,Yes,410
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Kramer,,No,124
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Kramer,,Total,534
Douglas,Precinct 253,District Court Judge - 18th Judicial Distric - Leutwyler III,,Yes,420
Douglas,Precinct 253,District Court Judge - 18th Judicial Distric - Leutwyler III,,No,112
Douglas,Precinct 253,District Court Judge - 18th Judicial Distric - Leutwyler III,,Total,532
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Lung,,Yes,423
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Lung,,No,114
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Lung,,Total,537
Douglas,Precinct 253,District Court Judge - 18th Judicial District - McLean,,Yes,425
Douglas,Precinct 253,District Court Judge - 18th Judicial District - McLean,,No,115
Douglas,Precinct 253,District Court Judge - 18th Judicial District - McLean,,Total,540
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Michaelson,,Yes,399
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Michaelson,,No,135
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Michaelson,,Total,534
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Spear,,Yes,396
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Spear,,No,143
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Spear,,Total,539
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Whitaker,,Yes,420
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Whitaker,,No,119
Douglas,Precinct 253,District Court Judge - 18th Judicial District - Whitaker,,Total,539
Douglas,Precinct 253,Douglas County Court Judge - Bowling,,Yes,423
Douglas,Precinct 253,Douglas County Court Judge - Bowling,,No,114
Douglas,Precinct 253,Douglas County Court Judge - Bowling,,Total,537
Douglas,Precinct 253,Douglas County Court Judge - Gomez,,Yes,430
Douglas,Precinct 253,Douglas County Court Judge - Gomez,,No,115
Douglas,Precinct 253,Douglas County Court Judge - Gomez,,Total,545
Douglas,Precinct 253,Douglas County Court Judge - Meissner-Cutler,,Yes,432
Douglas,Precinct 253,Douglas County Court Judge - Meissner-Cutler,,No,108
Douglas,Precinct 253,Douglas County Court Judge - Meissner-Cutler,,Total,540
Douglas,Precinct 253,Amendment V (CONSTITUTIONAL),,Yes/For,238
Douglas,Precinct 253,Amendment V (CONSTITUTIONAL),,No/Against,472
Douglas,Precinct 253,Amendment V (CONSTITUTIONAL),,Total,710
Douglas,Precinct 253,Amendment W (CONSTITUTIONAL),,Yes/For,377
Douglas,Precinct 253,Amendment W (CONSTITUTIONAL),,No/Against,287
Douglas,Precinct 253,Amendment W (CONSTITUTIONAL),,Total,664
Douglas,Precinct 253,Amendment X (CONSTITUTIONAL),,Yes/For,370
Douglas,Precinct 253,Amendment X (CONSTITUTIONAL),,No/Against,297
Douglas,Precinct 253,Amendment X (CONSTITUTIONAL),,Total,667
Douglas,Precinct 253,Amendment Y (CONSTITUTIONAL),,Yes/For,465
Douglas,Precinct 253,Amendment Y (CONSTITUTIONAL),,No/Against,209
Douglas,Precinct 253,Amendment Y (CONSTITUTIONAL),,Total,674
Douglas,Precinct 253,Amendment Z (CONSTITUTIONAL),,Yes/For,465
Douglas,Precinct 253,Amendment Z (CONSTITUTIONAL),,No/Against,205
Douglas,Precinct 253,Amendment Z (CONSTITUTIONAL),,Total,670
Douglas,Precinct 253,Amendment A (CONSTITUTIONAL),,Yes/For,498
Douglas,Precinct 253,Amendment A (CONSTITUTIONAL),,No/Against,187
Douglas,Precinct 253,Amendment A (CONSTITUTIONAL),,Total,685
Douglas,Precinct 253,Amendment 73 (CONSTITUTIONAL),,Yes/For,303
Douglas,Precinct 253,Amendment 73 (CONSTITUTIONAL),,No/Against,399
Douglas,Precinct 253,Amendment 73 (CONSTITUTIONAL),,Total,702
Douglas,Precinct 253,Amendment 74 (CONSTITUTIONAL),,Yes/For,327
Douglas,Precinct 253,Amendment 74 (CONSTITUTIONAL),,No/Against,362
Douglas,Precinct 253,Amendment 74 (CONSTITUTIONAL),,Total,689
Douglas,Precinct 253,Amendment 75 (CONSTITUTIONAL),,Yes/For,245
Douglas,Precinct 253,Amendment 75 (CONSTITUTIONAL),,No/Against,430
Douglas,Precinct 253,Amendment 75 (CONSTITUTIONAL),,Total,675
Douglas,Precinct 253,Proposition 109 (STATUTORY),,Yes/For,298
Douglas,Precinct 253,Proposition 109 (STATUTORY),,No/Against,384
Douglas,Precinct 253,Proposition 109 (STATUTORY),,Total,682
Douglas,Precinct 253,Proposition 110 (STATUTORY),,Yes/For,301
Douglas,Precinct 253,Proposition 110 (STATUTORY),,No/Against,390
Douglas,Precinct 253,Proposition 110 (STATUTORY),,Total,691
Douglas,Precinct 253,Proposition 111 (STATUTORY),,Yes/For,508
Douglas,Precinct 253,Proposition 111 (STATUTORY),,No/Against,175
Douglas,Precinct 253,Proposition 111 (STATUTORY),,Total,683
Douglas,Precinct 253,Proposition 112 (STATUTORY),,Yes/For,309
Douglas,Precinct 253,Proposition 112 (STATUTORY),,No/Against,402
Douglas,Precinct 253,Proposition 112 (STATUTORY),,Total,711
Douglas,Precinct 253,Douglas County School District RE-1 Ballot Issue 5A,,Yes/For,514
Douglas,Precinct 253,Douglas County School District RE-1 Ballot Issue 5A,,No/Against,215
Douglas,Precinct 253,Douglas County School District RE-1 Ballot Issue 5A,,Total,729
Douglas,Precinct 253,Douglas County School District RE-1 Ballot Issue 5B,,Yes/For,515
Douglas,Precinct 253,Douglas County School District RE-1 Ballot Issue 5B,,No/Against,213
Douglas,Precinct 253,Douglas County School District RE-1 Ballot Issue 5B,,Total,728
Douglas,Precinct 253,Urban Drainage and Flood Control District Ballot Issue 7G,,Yes/For,384
Douglas,Precinct 253,Urban Drainage and Flood Control District Ballot Issue 7G,,No/Against,305
Douglas,Precinct 253,Urban Drainage and Flood Control District Ballot Issue 7G,,Total,689
Douglas,Precinct 254,U.S. House,6,Mike Coffman,602
Douglas,Precinct 254,U.S. House,6,Jason Crow,576
Douglas,Precinct 254,U.S. House,6,Kat Martin,(< 25)
Douglas,Precinct 254,U.S. House,6,Dan Chapin,(< 25)
Douglas,Precinct 254,U.S. House,6,Write-in,(< 25)
Douglas,Precinct 254,U.S. House,6,Total,1204
Douglas,Precinct 254,Governor,,Jar Pol / Dia Pri,583
Douglas,Precinct 254,Governor,,Wal Sta / Lang Sias,595
Douglas,Precinct 254,Governor,,Bil Ham / Eri Bod,(< 25)
Douglas,Precinct 254,Governor,,Sco Hel / Mic Poague,(< 25)
Douglas,Precinct 254,Governor,,Total,1202
Douglas,Precinct 254,Secretary of State,,Wayne Williams,611
Douglas,Precinct 254,Secretary of State,,Jena Griswold,561
Douglas,Precinct 254,Secretary of State,,Amanda Campbell,(< 25)
Douglas,Precinct 254,Secretary of State,,Blake Huber,(< 25)
Douglas,Precinct 254,Secretary of State,,Total,1187
Douglas,Precinct 254,State Treasurer,,Brian Watson,619
Douglas,Precinct 254,State Treasurer,,Dave Young,539
Douglas,Precinct 254,State Treasurer,,Gerald F. Kilpatrick,(< 25)
Douglas,Precinct 254,State Treasurer,,Total,1173
Douglas,Precinct 254,Attorney General,,Phil Weiser,537
Douglas,Precinct 254,Attorney General,,George Brauchler,626
Douglas,Precinct 254,Attorney General,,Wil F. Robinson III,26
Douglas,Precinct 254,Attorney General,,Total,1189
Douglas,Precinct 254,Regent of the University of Colorado - At Large,,Lesley Smith,536
Douglas,Precinct 254,Regent of the University of Colorado - At Large,,Ken Montera,556
Douglas,Precinct 254,Regent of the University of Colorado - At Large,,Chr E. Otwell,(< 25)
Douglas,Precinct 254,Regent of the University of Colorado - At Large,,James K. Treibert,31
Douglas,Precinct 254,Regent of the University of Colorado - At Large,,Total,1132
Douglas,Precinct 254,State Senate,30,Jul Varnell-Sarjeant,525
Douglas,Precinct 254,State Senate,30,Chris Holbert,575
Douglas,Precinct 254,State Senate,30,Steve Peterson,61
Douglas,Precinct 254,State Senate,30,Total,1161
Douglas,Precinct 254,State Representative,39,Mark Baisley,603
Douglas,Precinct 254,State Representative,39,Kamala Vanderkolk,513
Douglas,Precinct 254,State Representative,39,Tony Gross,29
Douglas,Precinct 254,State Representative,39,Total,1145
Douglas,Precinct 254,Douglas County Commissioner - District 1,,Abe Laydon,622
Douglas,Precinct 254,Douglas County Commissioner - District 1,,Mary Lynch,511
Douglas,Precinct 254,Douglas County Commissioner - District 1,,Total,1133
Douglas,Precinct 254,Douglas County Clerk and Recorder,,Merlin Klotz,588
Douglas,Precinct 254,Douglas County Clerk and Recorder,,Carol Johnson,526
Douglas,Precinct 254,Douglas County Clerk and Recorder,,Total,1114
Douglas,Precinct 254,Douglas County Treasurer,,Dave Gill,601
Douglas,Precinct 254,Douglas County Treasurer,,Angie Hicks,515
Douglas,Precinct 254,Douglas County Treasurer,,Total,1116
Douglas,Precinct 254,Douglas County Assessor,,Lisa Frizell,646
Douglas,Precinct 254,Douglas County Assessor,,Shenika Carter,469
Douglas,Precinct 254,Douglas County Assessor,,Total,1115
Douglas,Precinct 254,Douglas County Sheriff,,Tony Spurlock,905
Douglas,Precinct 254,Douglas County Sheriff,,Total,905
Douglas,Precinct 254,Douglas County Surveyor,,Robert D. Snodgrass,868
Douglas,Precinct 254,Douglas County Surveyor,,Total,868
Douglas,Precinct 254,Douglas County Coroner,,Jill E. Romann,631
Douglas,Precinct 254,Douglas County Coroner,,Sydney Ludwick,470
Douglas,Precinct 254,Douglas County Coroner,,Total,1101
Douglas,Precinct 254,Colorado Supreme Court Justice - Gabriel,,Yes,712
Douglas,Precinct 254,Colorado Supreme Court Justice - Gabriel,,No,168
Douglas,Precinct 254,Colorado Supreme Court Justice - Gabriel,,Total,880
Douglas,Precinct 254,Colorado Court of Appeals Judge - Dailey,,Yes,707
Douglas,Precinct 254,Colorado Court of Appeals Judge - Dailey,,No,167
Douglas,Precinct 254,Colorado Court of Appeals Judge - Dailey,,Total,874
Douglas,Precinct 254,Colorado Court of Appeals Judge - Freyre,,Yes,717
Douglas,Precinct 254,Colorado Court of Appeals Judge - Freyre,,No,158
Douglas,Precinct 254,Colorado Court of Appeals Judge - Freyre,,Total,875
Douglas,Precinct 254,Colorado Court of Appeals Judge - Harris,,Yes,598
Douglas,Precinct 254,Colorado Court of Appeals Judge - Harris,,No,275
Douglas,Precinct 254,Colorado Court of Appeals Judge - Harris,,Total,873
Douglas,Precinct 254,Colorado Court of Appeals Judge - Richman,,Yes,693
Douglas,Precinct 254,Colorado Court of Appeals Judge - Richman,,No,166
Douglas,Precinct 254,Colorado Court of Appeals Judge - Richman,,Total,859
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Douglass,,Yes,392
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Douglass,,No,478
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Douglass,,Total,870
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Herron,,Yes,708
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Herron,,No,142
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Herron,,Total,850
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Kramer,,Yes,688
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Kramer,,No,168
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Kramer,,Total,856
Douglas,Precinct 254,District Court Judge - 18th Judicial Distric - Leutwyler III,,Yes,703
Douglas,Precinct 254,District Court Judge - 18th Judicial Distric - Leutwyler III,,No,149
Douglas,Precinct 254,District Court Judge - 18th Judicial Distric - Leutwyler III,,Total,852
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Lung,,Yes,690
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Lung,,No,157
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Lung,,Total,847
Douglas,Precinct 254,District Court Judge - 18th Judicial District - McLean,,Yes,707
Douglas,Precinct 254,District Court Judge - 18th Judicial District - McLean,,No,140
Douglas,Precinct 254,District Court Judge - 18th Judicial District - McLean,,Total,847
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Michaelson,,Yes,668
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Michaelson,,No,181
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Michaelson,,Total,849
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Spear,,Yes,661
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Spear,,No,190
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Spear,,Total,851
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Whitaker,,Yes,708
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Whitaker,,No,143
Douglas,Precinct 254,District Court Judge - 18th Judicial District - Whitaker,,Total,851
Douglas,Precinct 254,Douglas County Court Judge - Bowling,,Yes,703
Douglas,Precinct 254,Douglas County Court Judge - Bowling,,No,144
Douglas,Precinct 254,Douglas County Court Judge - Bowling,,Total,847
Douglas,Precinct 254,Douglas County Court Judge - Gomez,,Yes,698
Douglas,Precinct 254,Douglas County Court Judge - Gomez,,No,155
Douglas,Precinct 254,Douglas County Court Judge - Gomez,,Total,853
Douglas,Precinct 254,Douglas County Court Judge - Meissner-Cutler,,Yes,719
Douglas,Precinct 254,Douglas County Court Judge - Meissner-Cutler,,No,133
Douglas,Precinct 254,Douglas County Court Judge - Meissner-Cutler,,Total,852
Douglas,Precinct 254,Amendment V (CONSTITUTIONAL),,Yes/For,368
Douglas,Precinct 254,Amendment V (CONSTITUTIONAL),,No/Against,795
Douglas,Precinct 254,Amendment V (CONSTITUTIONAL),,Total,1163
Douglas,Precinct 254,Amendment W (CONSTITUTIONAL),,Yes/For,627
Douglas,Precinct 254,Amendment W (CONSTITUTIONAL),,No/Against,476
Douglas,Precinct 254,Amendment W (CONSTITUTIONAL),,Total,1103
Douglas,Precinct 254,Amendment X (CONSTITUTIONAL),,Yes/For,625
Douglas,Precinct 254,Amendment X (CONSTITUTIONAL),,No/Against,466
Douglas,Precinct 254,Amendment X (CONSTITUTIONAL),,Total,1091
Douglas,Precinct 254,Amendment Y (CONSTITUTIONAL),,Yes/For,745
Douglas,Precinct 254,Amendment Y (CONSTITUTIONAL),,No/Against,377
Douglas,Precinct 254,Amendment Y (CONSTITUTIONAL),,Total,1122
Douglas,Precinct 254,Amendment Z (CONSTITUTIONAL),,Yes/For,745
Douglas,Precinct 254,Amendment Z (CONSTITUTIONAL),,No/Against,370
Douglas,Precinct 254,Amendment Z (CONSTITUTIONAL),,Total,1115
Douglas,Precinct 254,Amendment A (CONSTITUTIONAL),,Yes/For,797
Douglas,Precinct 254,Amendment A (CONSTITUTIONAL),,No/Against,350
Douglas,Precinct 254,Amendment A (CONSTITUTIONAL),,Total,1147
Douglas,Precinct 254,Amendment 73 (CONSTITUTIONAL),,Yes/For,495
Douglas,Precinct 254,Amendment 73 (CONSTITUTIONAL),,No/Against,668
Douglas,Precinct 254,Amendment 73 (CONSTITUTIONAL),,Total,1163
Douglas,Precinct 254,Amendment 74 (CONSTITUTIONAL),,Yes/For,528
Douglas,Precinct 254,Amendment 74 (CONSTITUTIONAL),,No/Against,627
Douglas,Precinct 254,Amendment 74 (CONSTITUTIONAL),,Total,1155
Douglas,Precinct 254,Amendment 75 (CONSTITUTIONAL),,Yes/For,393
Douglas,Precinct 254,Amendment 75 (CONSTITUTIONAL),,No/Against,730
Douglas,Precinct 254,Amendment 75 (CONSTITUTIONAL),,Total,1123
Douglas,Precinct 254,Proposition 109 (STATUTORY),,Yes/For,476
Douglas,Precinct 254,Proposition 109 (STATUTORY),,No/Against,661
Douglas,Precinct 254,Proposition 109 (STATUTORY),,Total,1137
Douglas,Precinct 254,Proposition 110 (STATUTORY),,Yes/For,468
Douglas,Precinct 254,Proposition 110 (STATUTORY),,No/Against,685
Douglas,Precinct 254,Proposition 110 (STATUTORY),,Total,1153
Douglas,Precinct 254,Proposition 111 (STATUTORY),,Yes/For,810
